city,name,dba,phone,carrier_type,active_trucks,mailing_address,effective_date,active_no
Houston,NORTHWEST SHIELD,NO DATA,281-704-9400,Tow Truck Company,3,"11733  FAIRMONT ST
HOUSTON, TX. 77035
",1/20/2017,006487025C
Houston,DOMINO INVESTMENTS,UNITED TRANSPORT,7139806414,Tow Truck Company,3,"9334 RONDA LANE
HOUSTON, TX. 77074
",2/13/2017,005859343C
Howardwick,*** City Data Not Found ***
Hubbard,*** City Data Not Found ***
Hudson,*** City Data Not Found ***
Hudson Oaks,*** City Data Not Found ***
Hughes Springs,S & S AUTOMOTIVE,NO DATA,9036392581,Tow Truck Company,1,"PO BOX 1030
HUGHES SPRINGS, TX. 75656
",8/1/2009,005160704C
Humble,HUMBLE WRECKER SERVICE,NO DATA,281-449-7824,Tow Truck Company,4,"17022 ATLANTA
HUMBLE, TX. 77396
",8/28/2016,005035759C
Humble,ZAPATA'S TOWING,NO DATA,2146805345,Tow Truck Company - Commercial Carrier,2,"10810 AMBER GATE DRIVE
HUMBLE, TX. 77396
",10/14/2014,006419226C
Humble,NORTH HOUSTON MOTORS INC.,NO DATA,2814496224,Tow Truck Company,1,"16711 EASTEX FREEWAY
HUMBLE, TX. 77396
",7/1/2016,005056091C
Humble,HUSTLETOWN HOLDINGS LLC,RECOVERY ASSOCIATES,7139314474,Tow Truck Company,6,"9490  FM 1960 BYPASS RD
STE 200191
HUMBLE, TX. 77338
",4/1/2017,006516018C
Humble,STAN & SUSAN MCWILLIAMS,S&S WRECKER SERVICE,832-382-8729,Tow Truck Company - Commercial Carrier,4,"19026 AQUATIC DR
HUMBLE, TX. 77346
",6/21/2016,006416584C
Humble,MISAEL GALO,MG TOWING,8323431381,Tow Truck Company,1,"20520  CYPRESSWOOD DR
TRLR 44
HUMBLE, TX. 77338
",3/9/2017,006522473C
Humble,JOEL LIRA,LIRA'S TOWING & RECOVERY,8324457078,Tow Truck Company,1,"14827  BEATTY DR
HUMBLE, TX. 77396
",7/8/2015,006500586C
Humble,NOE R GONZALES,RAMS TOWING,8322300740,Tow Truck Company - Commercial Carrier,1,"11010 AMBERGATE DR
HUMBLE, TX. 77396
",4/26/2017,006447445C
Humble,FRANK SARAYNO III,BTC TOWING & RECOVERY,8322338662,Tow Truck Company,1,"3806  SALINA LN
HUMBLE, TX. 77396
",12/29/2016,006519922C
Humble,BYRON FUENTES,O & B TOWING,832 452 1343,Tow Truck Company,4,"21507 HAYLEE WAY
HUMBLE, TX. 77338
",3/21/2017,005835909C
Humble,CHARLOTTE'S WRECKER SERVICE,NO DATA,7136957577,Tow Truck Company,1,"3022 SHANNON LANE
HUMBLE, TX. 77396
",4/2/2014,005058101C
Humble,JOSE ROMERO,NO DATA,282-7989,Tow Truck Company,2,"6133 SHIRLEY LN
HUMBLE, TX. 77396
",11/12/2014,006313728C
Humble,HUMBLE TOWING SERVICE,NO DATA,2819878697,Tow Truck Company,2,"7821 RANKIN RD
HUMBLE, TX. 77396
",1/20/2017,005470419C
Humble,LIGHTNING ROADSIDE ASSISTANCE LLC,LIGHTING TOWING & RECOVERY,832-445-7239,Tow Truck Company,2,"4827  FM 1960 RD
HUMBLE, TX. 77338
",6/3/2017,006489048C
Humble,FREDERICK PALMA,MAX TOWING SERVICE,8328587298,Tow Truck Company,1,"17407  BLACKSTONE TRAILS DR
HUMBLE, TX. 77396
",12/28/2015,006506932C
Humble,ON SITE TOWING LLC,PARK RIGHT,713-401-0800,Tow Truck Company - Commercial Carrier,4,"PO BOX 15348
HUMBLE, TX. 77347
",6/3/2016,006453569C
Humble,OSIEL BRAVO,BRAVO WRECKER SERVICE,2817261261,Tow Truck Company,2,"9431  GREENS RD
HUMBLE, TX. 77396
",6/12/2014,006461366C
Humble,JTT ENTERPRISES LLC,NO DATA,281-224-0106,Tow Truck Company,2,"5711  ARENAS TIMBERS DR
HUMBLE, TX. 77346
",1/17/2017,006482601C
Humble,GARETH FRANCIS,LIGHTNING ROADSIDE ASSISTANCE,281-451-1665,Tow Truck Company - Commercial Carrier,0,"20407 CLYDESDALE RIDGE DR
HUMBLE, TX. 77338
",8/27/2015,006451658C
Humble,JERRY VASQUEZ,JVJ TRANSPORT,8325193259,Tow Truck Company,1,"10707  AMBERGATE DR
HUMBLE, TX. 77396
",6/14/2017,006519612C
Hunters Creek Village,*** City Data Not Found ***
Huntington,JERRY MATCHETT,JERRY'S,4094223313,Tow Truck Company,2,"6409 FM 2109
HUNTINGTON, TX. 75949
",12/3/2016,005058031C
Huntington,WILLIAM KENT WHITE LLC,WHITE'S TOWING & RECOVERY,9366343005,Tow Truck Company,1,"PO BOX 1
HUNTINGTON, TX. 75949
",10/1/2016,006504049C
Huntsville,JOHN KELLAR,OUTLAW EXPRESS,9366725376,Tow Truck Company,1,"117 WILLIAM THOMAS ROAD
HUNTSVILLE, TX. 77320
",6/27/2016,006513836C
Huntsville,PATSY A. JOHNSON,JOHNSON WRECKER SERVICE,9362911119,Tow Truck Company,9,"631  RYANS FERRY RD
HUNTSVILLE, TX. 77320
",4/15/2017,006486625C
Huntsville,WIDNER ASSET RECOVERY,NO DATA,936 662-3235,Tow Truck Company,1,"PO BOX 8458
HUNTSVILLE, TX. 77340
",6/7/2017,006468751C
Huntsville,PAUL'S WRECKER,NO DATA,9362950909,Tow Truck Company,2,"841 A FM 247
HUNTSVILLE, TX. 77340
",10/10/2016,005058951C
Huntsville,ALL STARS TEXAS TOWING,ALL STARS TEXAS TOWING,2817814452,Tow Truck Company,1,"709  BOETTCHER MILL RD
HUNTSVILLE, TX. 77340
",12/28/2016,006513926C
Huntsville,J & D TOWING,NO DATA,9363558677,Tow Truck Company - Commercial Carrier,2,"126 WOODLAND DR
HUNTSVILLE, TX. 77320
",11/17/2013,006424419C
Huntsville,SANTANA TOWING,SANTANA TOWING,7138644646,Tow Truck Company,2,"20 LAKE FALLS RD
HUNTSVILLE, TX. 77320
",5/2/2017,005075603C
Huntsville,BRIAN BASS,HUNTSVILLE DISCOUNT WRECKER,9366624221,Tow Truck Company,3,"309  STATE HIGHWAY 75
HUNTSVILLE, TX. 77320
",11/6/2016,006492091C
Hurst,MIKE'S RECOVERY,MIKE'S RECOVERY,8177348050,Tow Truck Company,1,"625 WILLOW STREET
HURST, TX. 76053
",12/22/2016,006411480C
Hurst,LONE STAR RECOVERY SERVICES,NO DATA,817-688-6758,Tow Truck Company,0,"832 W CHERYL AVE
HURST, TX. 76053
",4/1/2017,006495622C
Hurst,ROMAN CARDENAS,STI WRECKER SERVICE,7139338907,Tow Truck Company,0,"2139  GOODSON LOOP
PINEHURST, TX. 77362
",2/2/2017,006521052C
Hurst,KNIGHT RIDER TOWING,NO DATA,817-307-8833,Tow Truck Company,1,"1623  CAMPUS DR
HURST, TX. 76054
",3/28/2015,006475527C
Hurst,R T TOWING & RECOVERY TOMBALL,R T TOWING & RECOVERY TOMBALL,2818256232,Tow Truck Company,2,"11722  ELIZABETH CT
PINEHURST, TX. 77362
",2/18/2016,006507631C
Hurst,MONARCH TOWING & RECOVERY,MONARCH TOWING & RECOVERY,9362355435,Tow Truck Company,1,"411 N PINE CIR
PINEHURST, TX. 77362
",5/9/2017,006524985C
Hutchins,ALLSTATE ADJUSTORS,NO DATA,2148265201,Tow Truck Company,2,"PO BOX 830
HUTCHINS, TX. 75141
",11/30/2016,005149402C
Hutchins,SOUTHERN DIESEL REPAIR OF DALLAS,S D R TOWING LLC,9726352587,Tow Truck Company,2,"1833  CARPENTER RD
HUTCHINS, TX. 75141
",6/7/2017,006511924C
Hutchins,"PRASIFKA, FRANK, & SONS, INC.",NO DATA,9722251636,Tow Truck Company - Commercial Carrier,9,"PO BOX 768
HUTCHINS, TX. 75141
",5/5/2017,0000020522
Hutto,COLLISION CRAFT TOWING,NO DATA,512-252-2727,Tow Truck Company - Commercial Carrier,1,"P O BOX 456
HUTTO, TX. 78634
",5/2/2017,006414623C
Hutto,"BEDROC ROADSIDE ASSISTANCE, INC.",BEDROC ROADSIDE ASSISTANCE,512-800-2742,Tow Truck Company,4,"320  SWENSON DR
HUTTO, TX. 78634
",4/3/2017,006487396C
Hutto,TRITON TOWING & RECOVERY INC.,TRITON TOWING INC.,512-252-2727,Tow Truck Company,1,"PO BOX 456
HUTTO, TX. 78634
",4/28/2017,006301408C
Hutto,TRITON INCIDENT MANAGEMENT,NO DATA,5122522727,Tow Truck Company - Commercial Carrier,1,"P O BOX 456
HUTTO, TX. 78634
",4/28/2017,006414493C
Hutto,TRITON RECOVERY,NO DATA,5122522727,Tow Truck Company - Commercial Carrier,1,"P O BOX 456
HUTTO, TX. 78634
",4/28/2017,006442952C
Huxley,*** City Data Not Found ***
Idalou,JOHNNY FINK,JOHNNY'S AUTOMOTIVE WRECKER SERVICE,806-892-3520,Tow Truck Company,1,"PO BOX 421
IDALOU, TX. 79329
",1/13/2017,006520231C
Idalou,WILDCAT TOWING,NO DATA,8064413775,Tow Truck Company,2,"707  6TH PL
IDALOU, TX. 79329
",2/12/2017,006508552C
Industry,TEGELER CHEVROLET INC,NO DATA,4093572575,Tow Truck Company,2,"PO BOX 158
INDUSTRY, TX. 78944
",3/1/2008,005043220C
Ingleside,*** City Data Not Found ***
Ingleside on the Bay,*** City Data Not Found ***
Ingram,*** City Data Not Found ***
Iola,*** City Data Not Found ***
Iowa Park,"COOK, GEORGE HENRY",NO DATA,940-781-4718,Tow Truck Company,1,"1635 PETERSON RD S
IOWA PARK, TX. 76367
",10/6/2006,005133830C
Iowa Park,BILL GILMORE WELDING INC. DBA GILMORE IN,NO DATA,9405924144,Tow Truck Company - Commercial Carrier,3,"PODRAWER  896
IOWA PARK, TX. 76367
",4/22/2017,005057541C
Iowa Park,SK PORTER TRUCKING INC,PORTER TOWING & RECOVERY,9405925249,Tow Truck Company,3,"PO BOX 981
IOWA PARK, TX. 76367
",10/7/2015,006504480C
Iraan,*** City Data Not Found ***
Iredell,*** City Data Not Found ***
Irving,WILLIAM LOPEZ,WR TOWING,2149958352,Tow Truck Company,1,"3221  HELMET ST
IRVING, TX. 75060
",5/31/2017,006522613C
Irving,DIEGO A ALVAREZ,DIEGO A ALVAREZ,9729552164,Tow Truck Company,1,"3808  CARVER PL
IRVING, TX. 75061
",3/22/2017,006523143C
Irving,JOSE FERNANDEZ,P.H.E. EXPRESS,214-954-7190,Tow Truck Company,1,"1212 LAKE SHORE DR
IRVING, TX. 75060
",11/17/2016,006481761C
Irving,HENRY GUTIERREZ,ALL AMERICAN TRANSMISSION,9727906449,Tow Truck Company,1,"922 N BELT LINE RD
IRVING, TX. 75061
",11/1/2016,006482811C
Irving,MAXIMIANO MEZA,MAX TOWING,4695568151,Tow Truck Company,3,"307 N ROGERS RD SUITE 120
IRVING, TX. 75061
",9/25/2015,006470082C
Irving,UNLIMITED TOWING SERVICE,NO DATA,4694386932,Tow Truck Company,3,"2902  HELMET ST
IRVING, TX. 75060
",2/6/2017,006310968C
Irving,"MILESTONE TOWING SERVICE, LLC",NO DATA,817-891-7293,Tow Truck Company,4,"PO BOX 153672
IRVING, TX. 75015
",12/10/2016,006506142C
Irving,AREVALO'S  AUTO REPAIR,AREVALO'S  AUTO REPAIR,2147188587,Tow Truck Company,1,"505 E IRVING BLVD
IRVING, TX. 75060
",11/10/2015,006479730C
Irving,V & S AUTO TRANSPORT AND SALES,V & S AUTO TRANSPORT AND SALES,469-441-2051,Tow Truck Company,1,"4006  FAIRBANKS CT
IRVING, TX. 75062
",4/2/2015,006483913C
Irving,RC TOWING,NO DATA,2149009541,Tow Truck Company,1,"3714 W PIONEER DR LOT 51
IRVING, TX. 75061
",4/9/2015,006497744C
Irving,AMERICA'S AUTO AUCTION DALLAS INC,AMERICA'S AUTO AUCTION,972-445-1044,Tow Truck Company - Commercial Carrier,3,"219 N LOOP 12
IRVING, TX. 75061
",9/9/2011,006401993C
Irving,PATRICIO SOLORZANO,NO DATA,9728413338,Tow Truck Company,0,"3212 WITTON ST
IRVING, TX. 75062
",3/7/2014,006466380C
Irving,JOSE CORREA,CORREA TRUCK SERVICE,9728970235,Tow Truck Company - Commercial Carrier,3,"775 NORTH BRITAIN RD
IRVING, TX. 75061
",7/12/2016,006449307C
Irving,IRVING WRECKER SERVICE,IRVING CAR CARE,9727219983,Tow Truck Company,1,"125 W 6TH ST
IRVING, TX. 75060
",12/10/2014,006480982C
Irving,A-AFFORDABLE,NO DATA,9722592105,Tow Truck Company,1,"363 N ROGERS RD
IRVING, TX. 75061
",9/20/2003,005614424C
Irving,GOLDEN EAGLE AUTO TRANSPORT,GOLDEN EAGLE AUTO TRANSPORT,9722590574,Tow Truck Company,1,"3221  PARKER ST
IRVING, TX. 75062
",4/14/2015,006497183C
Irving,LINARES TOWING LLC,LINARES TOWING,469-422-5734,Tow Truck Company,1,"2420  PEBBLEBROOK TRL
IRVING, TX. 75060
",2/24/2017,006460355C
Irving,FRANCISCO CRUZ,FRANKS TOWING SERVICES,214-597-6958,Tow Truck Company,2,"410 SANDRA    DR
IRVING, TX. 75060
",12/15/2015,005379942C
Irving,FREDIS TOWING SERVICE LLC,NO DATA,2146975428,Tow Truck Company - Commercial Carrier,2,"2306 PENN STREET
IRVING , TX. 75061
",1/12/2015,006437388C
Irving,ABLAZE TOWS,NO DATA,9729513392,Tow Truck Company,1,"1813 ANNETTE DR
IRVING, TX. 75061
",9/7/2016,006314598C
Irving,JX TOWING,JX TOWING,2145241702,Tow Truck Company,5,"1706  JAMESTOWN DR
IRVING, TX. 75061
",2/1/2017,006484913C
Irving,VIVIANN TOWING,NO DATA,4692613766,Tow Truck Company,4,"1702  BRIARWOOD LN
IRVING, TX. 75061
",11/17/2014,006490099C
Irving,AMAYA'S WRECKER SERVICE,MORAZAN ENTERPRISE INC.,972 254 6681,Tow Truck Company,1,"802 SUNSET DRIVE
IRVING, TX. 75061
",4/3/2013,006024937C
Irving,"MUTOMBO INTERNATIONAL, INC.",HUB TOWING,888-451-6889,Tow Truck Company,3,"4103 N STORY RD
IRVING, TX. 75038
",3/10/2017,006514227C
Irving,ROADSIDE AND TOWING,NO DATA,4692435727,Tow Truck Company,7,"PO BOX 141001
IRVING, TX. 75014
",3/13/2017,006509903C
Irving,MARCO GRANADOS,GRANADOS TOWING SERVICE,469-328-5704,Tow Truck Company,2,"1013  BLUEBIRD DR
IRVING, TX. 75061
",12/14/2015,006502538C
Irving,"PAUL, BILL TOWING",NO DATA,8178323140,Tow Truck Company,1,"PO BOX 154453
IRVING, TX. 75015
",9/11/2011,005531936C
Irving,SANTOS HERNANDEZ,SANTOS TOWING,214-566-2804,Tow Truck Company,1,"729 ENGLISH
IRVING, TX. 75061
",8/25/2014,005913887C
Irving,JOSE FERNANDO NUNEZ,LUCAS TOWING,2146204522,Tow Truck Company - Commercial Carrier,4,"709 W ROCHELLE RD APT 1120
IRVING, TX. 75062
",4/13/2017,006411350C
Irving,JOSE VILLALVA,J & A TRANSPORT,469-735-1521,Tow Truck Company,2,"3211 W WALMUT HILL LN APT 1022
IRVING, TX. 75038
",2/13/2017,006483142C
Itasca,*** City Data Not Found ***
Ivanhoe,*** City Data Not Found ***
Jacinto City,*** City Data Not Found ***
Jacksboro,FLORANCE PAINT & BODY SHOP,NO DATA,940 567 3259,Tow Truck Company,2,"PO BOX 412
JACKSBORO, TX. 76458
",4/5/2016,005980814C
Jacksboro,SLEEPY'S TOWING,NO DATA,940-567-2290,Tow Truck Company,2,"PO BOX 820
JACKSBORO, TX. 76458
",1/15/2017,006506981C
Jacksonville,ALLIANCE TOWING & RECOVERY,NO DATA,9035898697,Tow Truck Company,2,"2015 E RUSK
JACKSONVILLE, TX. 75766
",9/15/2014,005338068C
Jacksonville,HARDTIMES TOWING,NO DATA,9032841995,Tow Truck Company,2,"664 N BOLTON ST
JACKSONVILLE, TX. 75766
",10/5/2016,006519312C
Jacksonville,SMITH BROS. WRECKER SERVICE,NO DATA,9035866234,Tow Truck Company,2,"10842 FM 2138 N
JACKSONVILLE, TX. 75766
",7/16/2017,005029369C
Jacksonville,HAMILTON WRECKER SERVICE,NO DATA,903 586 8592,Tow Truck Company,2,"1522 QUEVADO
JACKSONVILLE, TX. 75766
",12/15/2016,005947440C
Jacksonville,L & T TOWING,NO DATA,9035394548,Tow Truck Company,2,"664 N BOLTON ST
JACKSONVILLE, TX. 75766
",10/5/2016,006504770C
Jacksonville,BAMA WRECKER SERVICE,NO DATA,9035898697,Tow Truck Company,1,"2015 EAST RUSK
JACKSONVILLE, TX. 75766
",9/15/2014,006182680C
Jacksonville,JRS RECOVERY,NO DATA,903-284-6044,Tow Truck Company - Commercial Carrier,0,"P O BOX 8176
JACKSONVILLE, TX. 75766
",12/14/2016,006424349C
Jacksonville,"NO. 1 DAVE'S AUTOMOTIVE, LLC",NO DATA,9035862781,Tow Truck Company,2,"506  FRANKSTON ST
JACKSONVILLE, TX. 75766
",9/26/2016,006517350C
Jacksonville,CHARLES MCCLENDON,EXPRESS TOWING,903-541-1169,Tow Truck Company,1,"345  FM 22
JACKSONVILLE, TX. 75766
",9/28/2016,006516669C
Jacksonville,CHEROKEE WRECKER SERVICE,NO DATA,9035862434,Tow Truck Company,1,"1160  COUNTY ROAD 3301
JACKSONVILLE, TX. 75766
",2/26/2016,006509152C
Jamaica Beach,*** City Data Not Found ***
Jarrell,*** City Data Not Found ***
Jasper,JASPER EXXON TOWING & RECOVERY,NO DATA,4093845642,Tow Truck Company,4,"1056 S WHEELER ST
JASPER, TX. 75951
",8/14/2016,005202037C
Jasper,JASPER TOWING & RECOVERY,NO DATA,409-384-5642,Tow Truck Company,1,"T 7 BOX 86
JASPER, TX. 75951
",11/4/2016,006046629C
Jayton,*** City Data Not Found ***
Jefferson,BULLDOG TOWING,NO DATA,9036652233,Tow Truck Company,2,"22680 STATE HWY 49W
JEFFERSON, TX. 75657
",6/4/2017,005770963C
Jefferson,S & W TOWING & RECOVERY,NO DATA,9036656879,Tow Truck Company,1,"PO BOX 574
JEFFERSON, TX. 75657
",6/28/2016,006188011C
Jefferson,LOHMAN'S GARAGE & WRECKER SERVICE,NO DATA,9036652018,Tow Truck Company,3,"103 E DOUGLAS
JEFFERSON, TX. 75657
",11/17/2016,005038260C
Jefferson,EVERETT WILLIAMS,WILLIAMS WRECKER SERVICE,9036653542,Tow Truck Company,1,"1989 S US HIGHWAY 59
JEFFERSON, TX. 75657
",5/23/2014,006488667C
Jersey Village,*** City Data Not Found ***
Jewett,ROSE AUTO PAINT & RECOVERY LLC,NO DATA,9033881015,Tow Truck Company,2,"1118  PRIVATE ROAD 4060
JEWETT, TX. 75846
",9/26/2016,006477899C
Joaquin,"SMITH TOWING & RECOVERY, LLC",NO DATA,9362693915,Tow Truck Company - Commercial Carrier,1,"12741 HWY 84E
JOAQUIN, TX. 75954
",9/30/2014,006410509C
Johnson City,JOHNSON CITY TOWING,JOHNSON CITY TOWING,5128100637,Tow Truck Company,1,"819 S US HIGHWAY 281
JOHNSON CITY, TX. 78636
",9/28/2012,006463408C
Johnson City,"CAMPO, MIKE J.",NO DATA,830-868-4301,Tow Truck Company,1,"2467 HIDDEN VALLEY
JOHNSON CITY, TX. 78636
",11/4/2016,006011337C
Jolly,*** City Data Not Found ***
Jonestown,*** City Data Not Found ***
Josephine,*** City Data Not Found ***
Joshua,KCW RECOVERY LLC,NO DATA,817-437-1090,Tow Truck Company,5,"9512  1ST ST
JOSHUA, TX. 76058
",2/11/2015,006495332C
Joshua,MCCOY CONTRACTING,MCCOY CONTRACTING,8178002528,Tow Truck Company,1,"913  TAYLOR DR
JOSHUA, TX. 76058
",7/14/2016,006501387C
Jourdanton,*** City Data Not Found ***
Junction,VICTOR TREVINO,NO DATA,8304597262,Tow Truck Company,1,"PO BOX 293
JUNCTION, TX. 76849
",11/21/2016,006462297C
Junction,KIMBLE COUNTY TOWING & RECOVERY,NO DATA,2102184393,Tow Truck Company,4,"PO BOX 187
JUNCTION, TX. 76849
",6/3/2016,006508462C
Junction,"SILVA, LEONARDO ROY",ROY'S CHEVRON,325-446-2955,Tow Truck Company,2,"314 MAIN ST
JUNCTION, TX. 76849
",6/16/2017,006014737C
Justin,STONES,STONES WRECKING YARD,9402423238,Tow Truck Company - Commercial Carrier,1,"203 EAST 4TH STREET
JUSTIN, TX. 76247
",7/27/2016,006457462C
Karnes City,"WITTE, INC.",NO DATA,8307803314,Tow Truck Company,3,"P O BOX 8
KARNES CITY, TX. 78118
",1/1/2010,005024919C
Katy,"GOLBOW'S GARAGE, INC.",NO DATA,2814922761,Tow Truck Company,1,"21822 FRANZ ROAD
KATY, TX. 77449
",6/6/2017,005052111C
Katy,"WESTWAY TOWING, INC.",WESTWAY TOWING,2813950695,Tow Truck Company - Commercial Carrier,1,"PO  BOX 634
KATY, TX. 77492
",3/4/2017,005490141C
Katy,TOWN AND COUNTRY CARGO INC.,NO DATA,8329129440,Tow Truck Company,1,"24757  GRAND HARBOR DR STE 716
KATY, TX. 77494
",5/5/2016,006512034C
Katy,1ST PRIORITY TOWING,NO DATA,281-960-6907,Tow Truck Company,1,"6807 SILVER ROCK CT
KATY, TX. 77449
",9/26/2011,005220958C
Katy,MICKEY AMOS,NORTH STATE 6 TOW SERVICES,832-272-8433,Tow Truck Company,3,"6738  ALBION CRESENT DR
KATY, TX. 77449
",9/1/2015,006463388C
Katy,BLACK HORSE TOWING,NO DATA,281-620-2478,Tow Truck Company,1,"20615 RED SUN DR
KATY, TX. 77449
",10/11/2016,006476568C
Katy,ALPHA WRECKER SERVICE LLC,NO DATA,8327868713,Tow Truck Company,1,"18703  REYNOLDS PARK DR
KATY, TX. 77449
",10/30/2016,006518130C
Katy,RT TRANSPORT,RT TRANSPORT,832-274-8685,Tow Truck Company - Commercial Carrier,2,"515 S FRY RD 148
KATY, TX. 77450
",9/23/2016,006442732C
Katy,"XPRESS TRANSPORT AND TOWING, LLC",NO DATA,8322903296,Tow Truck Company,3,"2407  LAKECREST TOWN DR
KATY, TX. 77493
",3/25/2017,006523213C
Katy,HARRIS & FT BEND COUNTY INVESTAGATIONS &,HARRIS & FT BEND COUNTY INVEST & REC,8327481180,Tow Truck Company,1,"6403  LIBERTY VALLEY DR
KATY, TX. 77449
",2/14/2015,006499725C
Katy,JMH SERVICE TOWING,NO DATA,2819434079,Tow Truck Company,1,"19503 CADABRA DR
KATY, TX. 77449
",4/11/2017,006484003C
Katy,MILLER'S TOWING,KATY TOWING,2814928697,Tow Truck Company,4,"PO  BOX 6442
KATY, TX. 77491
",1/12/2017,005035589C
Katy,QUICK PICK TOWING SERVICE LLC,QUICK PICK TOWING SERVICE,8327588417,Tow Truck Company,8,"4926  ROCKY MANOR LN
KATY, TX. 77449
",11/12/2016,006464149C
Katy,DONALD SMOLARZ,DONNY'S TOWING,7137146684,Tow Truck Company,1,"22447  WETHERBURN LN
KATY, TX. 77449
",4/21/2017,006523854C
Katy,ADRIAN AMADOR,A & M TOWING SERVICE,8328036951,Tow Truck Company,1,"4310  PAYTON MANOR LN
KATY, TX. 77449
",1/9/2017,006510884C
Katy,SMITTY'S WRECKER & RECOVERY,NO DATA,281-605-0995,Tow Truck Company,1,"1795 N FRY RD NO 256
KATY, TX. 77449
",4/23/2017,006472904C
Katy,INTREPID RECOVERY LLC,NO DATA,713-822-5344,Tow Truck Company,1,"22136 WESTHEIMER PKWY STE 260
KATY, TX. 77450
",9/20/2016,006516889C
Katy,ELDER SUSPES,F1 TRANSPORT,5614205479,Tow Truck Company,1,"18826  REYNOLDS PARK DR
KATY, TX. 77449
",5/22/2017,006522362C
Katy,H TOWN TOWING LLC,NO DATA,713-692-3900,Tow Truck Company - Commercial Carrier,4,"1795 FRY RD 102
KATY, TX. 77449
",4/30/2017,006454500C
Katy,MOHAMMED A. MAHANI,M & M,8327282701,Tow Truck Company,2,"18754  SANDELFORD DR
KATY, TX. 77449
",3/29/2016,006482641C
Katy,WILLIAM W. MARRERO II,H.I.T.S. WRECKER SERVICE,713-882-1485,Tow Truck Company,1,"19410  BUCKLAND PARK DR
KATY, TX. 77449
",10/8/2016,006478990C
Katy,DAVID B. FAUGHT,BEAR CREEK WRECKER & STORAGE,281-463-6816,Tow Truck Company,1,"19734 MILLSTONE RIDGE LN
KATY, TX. 77449
",12/18/2016,005661168C
Katy,JACKSONS WRECKER SERVICE,NO DATA,713-728-0999,Tow Truck Company - Commercial Carrier,1,"1450 W GRAND PKWY S STE G 217
KATY, TX. 77494
",7/3/2017,006423238C
Katy,COLE'S WRECKER SERVICE,NO DATA,832-818-6143,Tow Truck Company,1,"20703 CASTLE BEND DR
KATY, TX. 77450
",12/30/2015,005248882C
Katy,TRIPLE J TOWING SERVICES,NO DATA,8322982312,Tow Truck Company,1,"5614  BEAR PAW CIR
KATY, TX. 77449
",7/15/2016,006475737C
Kaufman,JONES AUTOMOTIVE & WRECKER SERVICE,NO DATA,972 932 4193,Tow Truck Company,2,"502 E GROVE STREET
KAUFMAN, TX. 75142
",10/15/2008,0000038042
Kaufman,SAMUEL & SHARON MARLOW,MARLOW'S WRECKER SERVICE,972 897 3987,Tow Truck Company,1,"4196 N  STATE HWY 34
KAUFMAN, TX. 75142
",5/27/2017,005996435C
Kaufman,AL LUNA ENTERPRISES LLC,PAAC TOWING,9729323359,Tow Truck Company,3,"5901 E US HWY 175
KAUFMAN, TX. 75142
",1/13/2017,005307537C
Kaufman,"WWW.CHOICE, LLC",CT,214-377-9137,Tow Truck Company,4,"PO BOX 1164
KAUFMAN, TX. 75142
",3/2/2016,006508142C
Keene,A C WRECKER SERVICE,NO DATA,817-992-8727,Tow Truck Company,1,"205 WOODLAWN DRIVE
KEENE, TX. 76059
",7/15/2016,006434747C
Keene,JUSTIN HOPPS,HOPPS AUTOMOTIVE AND TOWING,8176457732,Tow Truck Company - Commercial Carrier,0,"316 FM2280
KEENE, TX. 76059
",12/3/2016,006447686C
Keller,"HIGHT MARINE PRODUCTS, INC.",EDD'S TOWING,817-431-4569,Tow Truck Company,1,"708 B KATY RD
KELLER, TX. 76244
",9/1/2016,005739358C
Keller,TRANS ESCOBAR & SALES,TRANS ESCOBAR & SALES,8329020971,Tow Truck Company,1,"308  JOHNSON RD
KELLER, TX. 76248
",8/25/2016,006515938C
Keller,OMAR ADRIAN GALLEGOS,G & G WRECKER SERVICE,8172476858,Tow Truck Company - Commercial Carrier,4,"70 CORRAL DR NORTH
KELLER, TX. 76244
",4/30/2012,006459814C
Kemah,*** City Data Not Found ***
Kemp,POE MOTORS,NO DATA,9034329063,Tow Truck Company,2,"STE C
533 S SEVEN POINTS DR
KEMP, TX. 75143
",3/14/2013,005433607C
Kemp,HARVEY'S EXXON,NO DATA,9034988729,Tow Truck Company,4,"PO BOX 389
KEMP, TX. 75143
",12/10/2016,005049951C
Kemp,RONALD BRYAN,ALL AROUND TOWING,2542388780,Tow Truck Company,2,"122  COUNTY ROAD 4953
KEMPNER, TX. 76539
",2/9/2017,006493412C
Kemp,SCOTT'S TOWING LLC,SCOTT'S TOWING,972-741-2254,Tow Truck Company,2,"5782  COUNTY ROAD 4066
KEMP, TX. 75143
",12/7/2015,006504520C
Kemp,FRANK BROWN,FRANK'S WRECKER SERVICE,9722863800,Tow Truck Company,7,"18647 CR 4057
KEMP, TX. 75143
",10/31/2015,005539066C
Kemp,ROY T GORDON,GORDON MOTORS,903-740-0244,Tow Truck Company,0,"6200  COUNTY ROAD 4044
KEMP, TX. 75143
",9/16/2016,006497814C
Kempner,RONALD BRYAN,ALL AROUND TOWING,2542388780,Tow Truck Company,2,"122  COUNTY ROAD 4953
KEMPNER, TX. 76539
",2/9/2017,006493412C
Kendleton,*** City Data Not Found ***
